uid	DE (ai_description_de)	ES
6830	Hochauflösende Panoramaaufnahme von Marokko mit 0,16 Gigapixel (23280 x 7060 Pixel), fotografiert von Norbert Achtelik. Das Bild zeigt Landschaft, Natur, Panorama, Berge, Wolken und Himmel im Freien. Die Datei eignet sich für Großformatdruck, Spanndecken und XXL-Wandgestaltung. Selbst auf mehrere Meter Breite gedruckt bleibt die Aufnahme pixelfrei scharf. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma panorámica de alta resolución de Marruecos con 0,16 Gigapixel (23280 x 7060 píxeles), fotografiada por Norbert Achtelik. La imagen muestra paisaje, naturaleza, panorama, montañas, nubes y cielo al aire libre. El archivo es apto para impresión de gran formato, techos tensados y decoración mural XXL. Incluso impresa en varios metros de ancho, la toma permanece nítida sin píxeles. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
6912	Aufnahme von Wolken bei Sonnenuntergang in 0,25 Gigapixel (25624 × 9740 Pixel). Fotografiert von Norbert Neetz. Motiv: Abendrot, Wolken, Sommer und stimmungsvoller Himmel. Geeignet für Spanndecken, großformatige Wandgestaltung und XXL-Drucke. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de nubes al atardecer en 0,25 Gigapixel (25624 × 9740 píxeles). Fotografiado por Norbert Neetz. Motivo: luz roja del atardecer, nubes, verano y cielo atmósferico. Apto para techos tensados, decoración mural de gran formato e impresiones XXL. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
6998	Aufnahme von Wald und Heide mit Linden in 0,10 Gigapixel (8736 * 11648 px). Fotograf: Norbert Neetz. Geeignet für Spanndecken und großformatige Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de bosque y brezal con tilos en 0,10 Gigapixel (8736 * 11648 px). Fotógrafo: Norbert Neetz. Apto para techos tensados y decoración mural de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
6999	Aufnahme von Wald und Heide mit Linden in 0,22 Gigapixel (11906 * 18474 px). Fotograf: Norbert Neetz. Geeignet für Spanndecken und großformatige Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de bosque y brezal con tilos en 0,22 Gigapixel (11906 * 18474 px). Fotógrafo: Norbert Neetz. Apto para techos tensados y decoración mural de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7000	Aufnahme von Wald und Heide mit Linden in 0,10 Gigapixel (8736 * 11648 px). Fotograf: Norbert Neetz. Geeignet für Spanndecken und großformatige Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de bosque y brezal con tilos en 0,10 Gigapixel (8736 * 11648 px). Fotógrafo: Norbert Neetz. Apto para techos tensados y decoración mural de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7001	Aufnahme von Wald und Heide mit Linden in 0,18 Gigapixel (11833 * 15102 px). Fotograf: Norbert Neetz. Geeignet für Spanndecken und großformatige Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de bosque y brezal con tilos en 0,18 Gigapixel (11833 * 15102 px). Fotógrafo: Norbert Neetz. Apto para techos tensados y decoración mural de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7002	Aufnahme von Wald und Heide mit Linden in 0,10 Gigapixel (8736 * 11648 px). Fotograf: Norbert Neetz. Geeignet für Spanndecken und großformatige Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de bosque y brezal con tilos en 0,10 Gigapixel (8736 * 11648 px). Fotógrafo: Norbert Neetz. Apto para techos tensados y decoración mural de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7003	Aufnahme von Wald und Heide mit Linden in 0,10 Gigapixel (11648 * 8736 px). Fotograf: Norbert Neetz. Geeignet für Spanndecken und großformatige Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Captura de bosque y brezal con tilos en 0,10 Gigapixel (11648 * 8736 px). Fotógrafo: Norbert Neetz. Apto para techos tensados y decoración mural de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7236	Rote Puderquastenstrauch (Calliandra tweedii), Makroaufnahme von Knospe und Blüte, in 0,10 Gigapixel (11648 x 8736 px). Aufnahme von imageBROKER/Heckmann Dirk. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Arbusto de borla roja (Calliandra tweedii), macrofotografía de yema y flor, en 0,10 Gigapixel (11648 x 8736 píxeles). Fotografía de imageBROKER/Heckmann Dirk. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7293	Neun historische Haustüren und Familienwappen der Schutztruppe des Lüneburger Rates aus dem 16. Jahrhundert, Reitende-Diener-Straße, in 0,15 Gigapixel (30000 x 4884 px). Kulturhistorische Aufnahme von imageBROKER/Helmut Meyer zur Cap. Geeignet für Panorama-Drucke und großformatige Wandkonzepte. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Nueve puertas históricas y escudos familiares de la Schutztruppe del Consejo de Lüneburg del siglo XVI, calle Reitende-Diener-Straße, en 0,15 Gigapixel (30000 x 4884 píxeles). Captura de historia cultural de imageBROKER/Helmut Meyer zur Cap. Apto para impresiones panorámicas y conceptos murales de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7614	Hochauflösende Digitalisierung der historischen Darstellung Lokomotive und Tender Johnson aus dem 19. Jahrhundert, 18153 × 9312 px. Das Original zeigt eine Lokomotive mit Tender. Die Reproduktion erfasst feine Details in hoher Pixeldichte. Hochauflösende Digitalisierung der Originalvorlage, kein KI-Upscaling.	Digitalización de alta resolución de la representación histórica Locomotora y Tender Johnson del siglo XIX, 18153 × 9312 px. El original muestra una locomotora con tender. La reproducción captura detalles finos en alta densidad de píxeles. Digitalización de alta resolución del original, sin upscaling por IA.
7615	Hochauflösende Digitalisierung des Codex Dresdensis, einer Maya-Handschrift aus dem 13. Jahrhundert, 16409 × 7417 px. Das Faksimile zeigt die digital restaurierte historische Bilderhandschrift. Die Reproduktion bietet detaillierte Einblicke in das Original. Hochauflösende Digitalisierung der Originalvorlage, kein KI-Upscaling.	Digitalización de alta resolución del Codex Dresdensis, un manuscrito maya del siglo XIII, 16409 × 7417 px. El facsímil muestra la manuscrito ilustrado histórico restaurado digitalmente. La reproducción ofrece perspectivas detalladas del original. Digitalización de alta resolución del original, sin upscaling por IA.
7622	Zehn Kirchenfenster mit Glasmalereien aus dem 15. Jahrhundert in St. Jakob, Straubing, Niederbayern. Gigapixel-Aufnahme mit 0,12 Gigapixel (17801 * 6955 px). Foto von imageBROKER/Helmut Meyer zur Cap. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Diez ventanas de iglesia con vidrieras del siglo XV en St. Jakob, Straubing, Baja Baviera. Toma gigapíxel con 0,12 Gigapixel (17801 * 6955 px). Foto de imageBROKER/Helmut Meyer zur Cap. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7658	Panoramaaufnahme von Felsen in der antarktischen Region, Antarktis. 0,12 Gigapixel (23622 x 5280 Pixel). Fotografie von imageBROKER/Christian Vorhofer. Geeignet für großformatige Wandgestaltung, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma panorámica de rocas en la región antártica, Antártida. 0,12 Gigapixel (23622 x 5280 píxeles). Fotografía de imageBROKER/Christian Vorhofer. Apto para decoración mural de gran formato, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7819	Hochauflösende Gigapixel-Aufnahme von Restaurants am Fluss Mincio in Borghetto mit 0,11 Gigapixel (14024 * 7871 px). Das Bild zeigt die Gebäude bei Valeggio sul Mincio in der Provinz Verona in Italien. Aufnahme von imageBROKER/Christian Handl. Die Szene ist menschenleer und unbewohnt. Geeignet für großformatige Anwendungen wie Spanndecken oder XXL-Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma gigapíxel de alta resolución de restaurantes en el río Mincio en Borghetto con 0,11 Gigapixel (14024 * 7871 píxeles). La imagen muestra los edificios en Valeggio sul Mincio en la provincia de Verona en Italia. Fotografía de imageBROKER/Christian Handl. La escena está deshabitada y sin población. Apto para aplicaciones de gran formato como techos tensados o decoración mural XXL. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7820	Hochauflösende Gigapixel-Aufnahme von Restaurants am Wasser des Mincio in Borghetto mit 0,14 Gigapixel (17852 * 8043 px). Das Bild zeigt die Umgebung bei Valeggio sul Mincio in der Provinz Verona in Italien. Aufnahme von imageBROKER/Christian Handl. Die Szene ist menschenleer und unbewohnt. Geeignet für großformatige Anwendungen wie Spanndecken oder XXL-Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma gigapíxel de alta resolución de restaurantes al agua del Mincio en Borghetto con 0,14 Gigapixel (17852 * 8043 píxeles). La imagen muestra los alrededores en Valeggio sul Mincio en la provincia de Verona en Italia. Fotografía de imageBROKER/Christian Handl. La escena está deshabitada y sin población. Apto para aplicaciones de gran formato como techos tensados o decoración mural XXL. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7822	Hochauflösende Gigapixel-Panoramaaufnahme von Weinbergen in Leutschach an der Weinstraße mit 0,12 Gigapixel (22891 * 5249 px). Das Bild zeigt die Landschaft in der Steiermark in Österreich. Aufnahme von imageBROKER/Christian Handl. Die Szene bietet einen weiten panoramischen Blick. Geeignet für großformatige Anwendungen wie Spanndecken oder XXL-Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma gigapíxel panorámica de alta resolución de viñedos en Leutschach an der Weinstraße con 0,12 Gigapixel (22891 * 5249 píxeles). La imagen muestra el paisaje en Estiria en Austria. Fotografía de imageBROKER/Christian Handl. La escena ofrece una amplia vista panorámica. Apto para aplicaciones de gran formato como techos tensados o decoración mural XXL. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7829	Hochauflösende Gigapixel-Aufnahme des Meatte-Wanderwegs bei Pieve del Grappa mit 0,10 Gigapixel (11493 * 8818 px). Der Weg führt entlang einer Kriegsstraße aus dem Ersten Weltkrieg durch zahlreiche Tunnel in der Provinz Treviso in Italien. Aufnahme von imageBROKER/Christian Handl. Die Szene ist menschenleer und unbewohnt. Geeignet für großformatige Anwendungen wie Spanndecken oder XXL-Wandgestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma gigapíxel de alta resolución del sendero Meatte en Pieve del Grappa con 0,10 Gigapixel (11493 × 8818 píxeles). El sendero discurre a lo largo de una carretera de guerra de la Primera Guerra Mundial a través de numerosos túneles en la provincia de Treviso en Italia. Fotografía de imageBROKER/Christian Handl. La escena está deshabitada y sin ocupación. Apto para aplicaciones de gran formato como techos tensados o decoración mural XXL. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7830	Der Meatte Wanderweg entlang einer Kriegsstraße aus dem Ersten Weltkrieg führt durch zahlreiche Tunnel in Pieve del Grappa, Provinz Treviso, Italien. Die Aufnahme umfasst 0,12 Gigapixel (15069 x 7732 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	El sendero Meatte a lo largo de una carretera de guerra de la Primera Guerra Mundial atraviesa numerosos túneles en Pieve del Grappa, provincia de Treviso, Italia. La fotografía abarca 0,12 Gigapixel (15069 × 7732 píxeles) y proviene de imageBROKER/Christian Handl. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7831	Panoramablick vom Gipfel des Monte Fior bei Foza, Provinz Vicenza, Italien. Die Aufnahme umfasst 0,19 Gigapixel (36391 x 5260 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für XXL-Wandgestaltung, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Panorámica desde la cima del Monte Fior en Foza, provincia de Vicenza, Italia. La fotografía abarca 0,19 Gigapixel (36391 × 5260 píxeles) y proviene de imageBROKER/Christian Handl. Apto para decoración mural XXL, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7832	Panoramablick vom Gipfel des Monte Fior bei Foza, Provinz Vicenza, Italien. Die Aufnahme umfasst 0,16 Gigapixel (33785 x 4857 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Panorámica desde la cima del Monte Fior en Foza, provincia de Vicenza, Italia. La fotografía abarca 0,16 Gigapixel (33785 × 4857 píxeles) y proviene de imageBROKER/Christian Handl. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7833	Spiegelsee rechts vom Schober mit Obersee und Dachstein im Hintergrund, Schladming, Steiermark, Österreich. Die Aufnahme umfasst 0,15 Gigapixel (19554 x 7922 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für XXL-Wandgestaltung, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Lago espejo a la derecha del Schober con Obersee y Dachstein al fondo, Schladming, Estiria, Austria. La fotografía abarca 0,15 Gigapixel (19554 × 7922 píxeles) y proviene de imageBROKER/Christian Handl. Apto para decoración mural XXL, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7834	Unterer Giglachsee und Ignaz Mattis Hütte, Schladming, Steiermark, Österreich. Die Aufnahme umfasst 0,16 Gigapixel (20251 x 7999 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Lago Giglachsee inferior e Ignaz Mattis Hütte, Schladming, Estiria, Austria. La fotografía abarca 0,16 Gigapixel (20251 × 7999 píxeles) y proviene de imageBROKER/Christian Handl. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7835	Unterer Giglachsee mit Nebel über dem Bergkamm, Schladming, Steiermark, Österreich. Die Aufnahme umfasst 0,18 Gigapixel (22477 x 7983 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für XXL-Wandgestaltung, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Lago Giglachsee inferior con niebla sobre la cresta montañosa, Schladming, Estiria, Austria. La fotografía abarca 0,18 Gigapixel (22477 × 7983 píxeles) y proviene de imageBROKER/Christian Handl. Apto para decoración mural XXL, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7836	Panorama des oberen Giglachsees mit Nebel über dem Bergkamm und steirischer Kalkspitze rechts, Schladming, Steiermark, Österreich. Die Aufnahme umfasst 0,16 Gigapixel (20521 x 7858 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Panorámica del lago Giglachsee superior con niebla sobre la cresta montañosa y la Kalkspitze estírica a la derecha, Schladming, Estiria, Austria. La fotografía abarca 0,16 Gigapixel (20521 × 7858 píxeles) y proviene de imageBROKER/Christian Handl. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7837	Unterer Giglachsee bei der Ignaz Mattis Hütte, Schladming, Steiermark, Österreich. Die Aufnahme umfasst 0,12 Gigapixel (15485 x 7994 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für XXL-Wandgestaltung, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Lago Giglachsee inferior junto a la Ignaz Mattis Hütte, Schladming, Estiria, Austria. La fotografía abarca 0,12 Gigapixel (15485 × 7994 píxeles) y proviene de imageBROKER/Christian Handl. Apto para decoración mural XXL, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7838	Nebel über dem Bergkamm am oberen Giglachsee, Schladming, Steiermark, Österreich. Die Aufnahme umfasst 0,12 Gigapixel (14481 x 8020 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Niebla sobre la cresta montañosa en el lago Giglachsee superior, Schladming, Estiria, Austria. La fotografía abarca 0,12 Gigapixel (14481 × 8020 píxeles) y proviene de imageBROKER/Christian Handl. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7839	Blick auf einen Gletscher vom Romanche-Tal, Villar-d'Arêne, Département Hautes-Alpes, Frankreich. Die Aufnahme umfasst 0,14 Gigapixel (17410 x 8047 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für XXL-Wandgestaltung, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Vista de un glaciar desde el valle de Romanche, Villar-d'Arêne, departamento de Altos Alpes, Francia. La fotografía abarca 0,14 Gigapixel (17410 × 8047 píxeles) y proviene de imageBROKER/Christian Handl. Apto para decoración mural XXL, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7840	Romanche-Fluss in Villar-d'Arêne, Département Hautes-Alpes, Frankreich. Die Aufnahme umfasst 0,13 Gigapixel (17000 x 7561 Pixel) und stammt von imageBROKER/Christian Handl. Geeignet für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Río Romanche en Villar-d'Arêne, departamento de Altos Alpes, Francia. La fotografía abarca 0,13 Gigapixel (17000 × 7561 píxeles) y proviene de imageBROKER/Christian Handl. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
7994	Panoramaaufnahme von Nebel über einer hügeligen Waldlandschaft bei Leibnitz, Steiermark, Österreich, mit 0,10 Gigapixel (26468 * 3858 px). Aufnahme von imageBROKER/Karl-Heinz Schein. Ideal für XXL-Wandgestaltungen, Spanndecken und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma gigapíxel de niebla sobre un paisaje forestal montañoso cerca de Leibnitz, Estiria, Austria, con 0,10 Gigapixel (26468 * 3858 píxeles). Fotografía de imageBROKER/Karl-Heinz Schein. Ideal para decoraciones murales XXL, techos tensados y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8033	Panorama-Luftaufnahme von erodierten Hügeln am Issyk-Kul-See mit Badlands bei Sonnenuntergang und Tian Shan Gipfeln im Hintergrund, Kirgisistan. Das Bild besitzt 0,18 Gigapixel (22202 x 8089 Pixel) für detailreiche Großformatdrucke. Fotografie von imageBROKER/Mara Brandl. Geeignet für Spanndecken, XXL-Wandbilder und Messepräsentationen. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma aérea panorámica de colinas erosionadas en el lago Issyk-Kul con badlands al atardecer y cimas de Tian Shan de fondo, Kirguistán. La imagen tiene 0,18 gigapíxeles (22202 x 8089 píxeles) para impresiones de gran formato detalladas. Fotografía de imageBROKER/Mara Brandl. Apto para techos tensados, cuadros murales XXL y presentaciones en ferias. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8034	Panorama-Luftaufnahme von erodiertem Gelände am Issyk-Kul-See mit Badlands bei Sonnenuntergang und Tian Shan Gebirge, Canyon der Vergessenen Flüsse, Kirgisistan. Die Auflösung liegt bei 0,11 Gigapixel (16241 x 6672 Pixel) für hochwertige Großdrucke. Fotografiert von imageBROKER/Mara Brandl. Ideal für Spanndecken, XXL-Wandgestaltung und Messeinsätze. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma aérea panorámica de terreno erosionado en el lago Issyk-Kul con badlands al atardecer y cordillera Tian Shan, Cañón de los Ríos Olvidados, Kirguistán. La resolución es de 0,11 gigapíxeles (16241 x 6672 píxeles) para impresiones de gran calidad. Fotografiado por imageBROKER/Mara Brandl. Ideal para techos tensados, decoración mural XXL y usos en ferias. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8100	Luftaufnahme von Wald und Landschaft bei Abendstimmung am See Hafslovatnet in Hafslo, Vestland, Norwegen. 0,10 Gigapixel (16745 × 6112 Pixel). Fotografie von imageBROKER/Moritz Wolf. Ideal für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Fotografía aérea de bosque y paisaje con iluminación crepuscular junto al lago Hafslovatnet en Hafslo, Vestland, Noruega. 0,10 Gigapixel (16745 × 6112 píxeles). Fotografía de imageBROKER/Moritz Wolf. Apto para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8107	Luftaufnahme von türkisfarbenem See und Bergen an der Norwegischen Landschaftsroute Gamle Strynefjellsvegen zwischen Grotli und Videsæter, Norwegen. 0,15 Gigapixel (23342 × 6587 Pixel). Aufnahme von imageBROKER/Moritz Wolf. Für großformatige Wandbilder und Messebau ideal. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Vista aérea de lago de color turquesa y montañas en la ruta paisajística noruega Gamle Strynefjellsvegen entre Grotli y Videsæter, Noruega. 0,15 Gigapixel (23342 × 6587 píxeles). Fotografía de imageBROKER/Moritz Wolf. Ideal para cuadros murales de gran formato y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8145	0,11-Gigapixel-Aufnahme (16666 × 6514 Pixel) eines Hauses mit Schieferdach und dem Denkmal des Mediziners Johannes Müller am Jesuitenplatz in Koblenz. Das Bild zeigt das historische Baudenkmal aus dem 19. Jahrhundert mit dem Gedenkstein im Vordergrund. Fotografiert von imageBROKER/Helmut Meyer zur Cap. Geeignet für XXL-Wandgestaltung und Großformatdrucke. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma gigapíxel de 0,11 Gigapixel (16666 × 6514 píxeles) de una casa con techo de pizarra y el monumento al médico Johannes Müller en la plaza de los Jesuitas en Coblenza. La imagen muestra el monumento histórico del siglo XIX con la lápida conmemorativa en primer plano. Fotografiado por imageBROKER/Helmut Meyer zur Cap. Apto para decoración mural XXL e impresiones de gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8146	0,17-Gigapixel-Panorama (42553 × 4016 Pixel) der sieben Kreuzwegdarstellungen von Adam Kraft aus dem 15. Jahrhundert. Die Aufnahme zeigt die Skulpturen, deren Originale im Germanischen Nationalmuseum in Nürnberg ausgestellt sind. Fotografiert von imageBROKER/Helmut Meyer zur Cap. Für großformatige Wandbilder und Ausstellungsgestaltung geeignet. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Panorama gigapíxel de 0,17 Gigapixel (42553 × 4016 píxeles) de las siete representaciones del Vía Crucis de Adam Kraft del siglo XV. La toma muestra las esculturas, cuyos originales se encuentran expuestos en el Museo Nacional Germánico de Núremberg. Fotografiado por imageBROKER/Helmut Meyer zur Cap. Apto para imágenes murales de gran formato y diseño de exposiciones. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8200	Hochauflösende Digitalisierung der Vogelperspektive des Canongate in Edinburgh, Schottland, nach James Gordon of Rothiemay, 17. Jahrhundert, 18205 × 5776 px. Historische Stadtansicht in großer Detailtreue. Die Reproduktion zeigt feine Strukturen des Originals. Hochauflösende Digitalisierung der Originalvorlage, kein KI-Upscaling.	Digitalización de alta resolución de la perspectiva aérea del Canongate en Edimburgo, Escocia, según James Gordon of Rothiemay, siglo XVII, 18205 × 5776 px. Vista histórica de la ciudad con gran fidelidad de detalle. La reproducción muestra estructuras finas del original. Digitalización de alta resolución del original, sin upscaling por IA.
8282	Ultra-hochauflösende Aufnahme von Birnen vor weißem Hintergrund in 0,10 Gigapixel (13989 * 7180 px). Fotografie von imageBROKER/Serghei Platonov. Ideal für Spanndecken, XXL-Wandgestaltung und Messebau. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma ultra-alta resolución de peras contra fondo blanco en 0,10 Gigapixel (13989 * 7180 px). Fotografía de imageBROKER/Serghei Platonov. Ideal para techos tensados, decoración mural XXL y construcción de stands. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8919	Panorama-Aufnahme von Bad-Feilnbach als Gigapixel-Fotografie von Norbert Achtelik. Das Bild zeigt Stadt, Dächer, Häuser und Architektur in 0,10 Gigapixel (17480 x 5750 Pixel). Geeignet für repräsentative Wandgestaltung in Hotels, Büros und öffentlichen Gebäuden. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Toma panorámica de Bad Feilnbach como fotografía gigapíxel de Norbert Achtelik. La imagen muestra ciudad, techos, casas y arquitectura en 0,10 Gigapixel (17480 x 5750 píxeles). Apto para decoración mural representativa en hoteles, oficinas y edificios públicos. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8923	Gigapixel-Fotografie von Bad-Feilnbach zeigt neblige Landschaft mit 0,19 Gigapixel (22820 x 8198 Pixel). Aufnahme von Norbert Achtelik. Für Spanndecken, XXL-Wandgestaltung und Praxiskonzepte im Großformat. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Fotografía gigapíxel de Bad Feilnbach mostrando paisaje nebuloso con 0,19 Gigapixel (22820 x 8198 píxeles). Captura de Norbert Achtelik. Apto para techos tensados, decoración mural XXL y conceptos de consultorios en gran formato. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
8933	Gigapixel-Fotografie von Amsterdam zeigt Stadtarchitektur mit 0,15 Gigapixel (14792 x 10151 Pixel). Aufnahme von Norbert Achtelik. Für Spanndecken, Messebau und Hotellobby-Gestaltung. Echte Kameraaufnahme, keine KI-Generierung, kein KI-Upscaling.	Fotografía gigapíxel de Ámsterdam que muestra arquitectura urbana con 0,15 Gigapixel (14792 x 10151 píxeles). Captura de Norbert Achtelik. Apto para techos tensados, construcción de stands y decoración de lobby de hotel. Captura de cámara auténtica, sin generación por IA, sin upscaling por IA.
